mol_id,smiles
gdb_88895,CC1CN1CC#CC#N
gdb_75663,CC1C(=O)C2OC12C#C
gdb_900,Cc1ccn(c1)C
gdb_5739,Cc1ccc2n1CC2
gdb_24942,c1nc2c(o1)NC(=O)C2
gdb_41629,C1CC2C1CC1OCC21
gdb_69283,CC12CC1C(=CC2)C#C
gdb_33537,N#CC1(CCC1)C1CN1
gdb_96794,CN=C1NC(=O)C2OC12
gdb_16593,CC1C2C(O)C2C1C
gdb_79360,OC1C2C3CCC1CN23
gdb_128280,CNc1c(=O)[nH]ncn1
gdb_36781,N#CCNCC1CCO1
gdb_130466,O1C=C2C=CN=C2C=N1
gdb_100423,CC(=O)CN=C(N)OC
gdb_28592,c1c(oc(n1)C2CC2)N
gdb_28496,Cc1c(nc(cn1)N)N
gdb_69616,CC12NC1C1(CC21)C#N
gdb_113291,OCC1OC1(C=O)C#C
gdb_2973,CC(C#N)C1CN1
gdb_115472,OCC1COC(C=O)=N1
gdb_124868,CC1(CC1)n2cnnc2
gdb_56950,OC(C#N)C1CC1C#N
gdb_12438,C1CC(=O)NCC=C1
gdb_52164,O=CNCC1C2CCC12
gdb_101986,CNC(=NCC#N)C=O
gdb_99589,COC(C#C)C(O)C=O
gdb_2149,CC1CC=CC1O
gdb_67199,CC12C3CC1C(C#N)N23
gdb_22215,CC(C)C(=NO)CC#N
gdb_98083,CC(C)C(=O)C(=O)OC
gdb_66738,CC12C3C4C3C1=CCC24
gdb_22708,OCC12CC(C1)C2=NO
gdb_123983,c1c2c(n[nH]1)CN=CO2
gdb_122774,COCCOC(=O)C#C
gdb_112680,COC1CC(C)C(=N)O1
gdb_70375,CC1(OC2CC12N)C#N
gdb_6813,CC1(C)COC1C#N
gdb_44859,O=C1CC2OC1C1OC21
gdb_20345,c1c2c(n[nH]1)CC=C2
gdb_72445,CC12COC(O1)C1NC21
gdb_126831,CCn1nc(nn1)C#N
gdb_39212,C1C2CC1C1OC1CC2
gdb_56642,CC1(CC1O)C(O)C#C
gdb_108946,CC1C2NC(CO)=NC12
gdb_2068,N=C1CNCCO1
gdb_8779,CN=C(C(=O)C=O)N
gdb_32483,CNc1cc([nH]c1)C=O
gdb_28058,Cc1nc(co1)NC=N
gdb_123677,C1C2OC1C1=NOC=C21
gdb_37195,C1C2C1C13COC21CO3
gdb_102504,CCC(CC)C(N)C#N
gdb_104826,CCC1(COC1=N)NC
gdb_93565,CC1COC(=N1)C(C)=O
gdb_83241,CC1C2CCC(C)=CC12
gdb_794,CC(=NO)CC=O
gdb_7023,C#CCC(=O)CC=O
gdb_49103,C1CNC(=C1C=O)C#N
gdb_119292,CCOC1(COC1)C#N
gdb_8170,OC12CC(C1)OC2=N
gdb_126875,CCN=c1nnonn1
gdb_49281,O=CC1=CNCC1C#N
gdb_60055,CC(O)CC1(O)CC1O
gdb_14225,CC12CC3C1C2C3O
gdb_114690,CC12CN1CC(CO)C2
gdb_122620,OCCOC1CNC1=O
gdb_115722,CCC1CCC1C1CO1
gdb_87654,CN1CC11CC(=O)C1O
gdb_52034,O=COCC(C=O)C#C
gdb_11733,CCC12CC1C(=O)O2
gdb_113062,CCN1CC(CO)C1=O
gdb_95133,CC1CCC2CC1C2=O
gdb_31561,Cc1cc(oc1N)OC
gdb_132474,OC1=NC=C(F)OC1=N
gdb_107002,CC1C(O)C2CC12CO
gdb_119732,CCOC12CCC1OC2
gdb_62675,CC1(C)C2C3CC3C12C
gdb_58440,CC(C)C1(O)C2COC12
gdb_132435,CC1=NC=C(F)C(=N)O1
gdb_40429,C1CC1C12CC1COC2
gdb_24731,c1c2n(cn1)CCOC2
gdb_31980,CNc1ncc(o1)OC
gdb_53239,CC#CC1CC(O)C=C1
gdb_126840,CCn1c(c(nn1)N)N
gdb_44953,O=C1CC2CC1OCO2
gdb_16597,CC1C2C1C(O)C2O
gdb_17543,C1CC11CC2CC2O1
gdb_14070,CC1CC11NCC1=O
gdb_49572,O=CC1N2CC2C11CO1
gdb_109776,CC1C(CO)C1C1CC1
gdb_60393,CC(C)COC1CC1C
gdb_60742,CN(C=O)C(=O)C1CO1
gdb_111796,CCC1C2CCC1C=C2
gdb_6906,CC#CC1OC1(C)C
gdb_94617,CC1OCC1CN1CC1
gdb_22607,CC1C(=NO)C2OC12C
gdb_57397,CC(C)(C)C1=NCCO1
gdb_86820,CC(=O)OC1CN(C1)C
gdb_28046,Cc1cc(c[nH]1)CC=O
gdb_56566,NC(C#N)C(O)C(N)=O
gdb_92932,OC1CN=CN(C1)C=O
gdb_126274,CCc1c(onn1)C#C
gdb_45271,N=C1OC2CC3CCC123
gdb_129656,NC1=C(N)C(=O)NN=N1
gdb_19835,N1C2C=CC3OC3C12
gdb_132258,C#Cc1cncc(n1)F
gdb_92572,CC1CN2CCN=C2O1
gdb_55821,CC(=O)OC1C2CCC12
gdb_90302,CC1OC2=NC3CC3C12
gdb_77595,OC1C2(O)CC2C11CN1
gdb_38194,C12CC34CC(C3)C4(C1)O2
gdb_7084,C(C=O)C(CC=O)O
gdb_27184,c1nc(c(o1)C2CC2)O
gdb_132216,FC1=CC(=N)N=C(F)N1
gdb_38028,C1CC2=CC3NC3C2=C1
gdb_46182,C#CC1(COC1=O)C#C
gdb_120838,OCCC1NC1CC=O
gdb_47920,C1CCC(=O)COCC1
gdb_64263,CC1(C)OCC2CC1O2
gdb_129259,N=C1ON=C(C=N1)C#C
gdb_33742,N#CC12CC(O1)C1CC21
gdb_67049,CC12COC3C(O1)C23O
gdb_53410,CC#CC1CCC2NC12
gdb_41555,C1OC2C3C4CC(C34)C12
gdb_418,C1CC1(CO)O
gdb_41998,C1CN2CCCN=C2O1
gdb_96613,C[NH+]=C(N)C#CC([O-])=O
gdb_105516,CCC1(CCC1)C(C)O
gdb_103605,CC1NC(C)(CO)C1=O
gdb_52581,CC#CC(C#C)C(C)O
gdb_83272,CC1C2CC(O)COC12
gdb_108328,OCC12COC1C(O)C2
gdb_90582,CC1NC2C1=CNC2=O
gdb_72623,CC12COC1(C)C2C#C
gdb_99230,CNC(=O)COC(C)=N
gdb_115792,CC12CCC(CO)C1O2
gdb_26686,Cc1c(c([nH]c1N)C)O
gdb_87750,OC1CC11CC(O1)C#N
gdb_132159,c1c(=O)c(c[nH]c1N)F
gdb_59533,CC(O)C1CC2(CO2)C1
gdb_4171,ON=C1CCC11CN1
gdb_85153,CC1CC(=O)N1C(C)=N
gdb_102597,OCC(CO)C1CCO1
gdb_44935,O=C1CC2CC1OC=N2
gdb_117096,CCCC(=O)C(C)C#N
gdb_125848,CC1C(O)C2=NC=NN12
gdb_116578,CCN=C1NC2COC12
gdb_3810,COc1ncon1
gdb_65651,CC1(CC1)OC2COC2
gdb_112954,C1C(CN1C(=O)N)CO
gdb_20417,c1c([nH]nn1)N2CC2
gdb_30522,CN=C1OC=COC1=N
gdb_127091,CN(C)c1cc(n[nH]1)N
gdb_8535,CC1C2C3OC2(C)C13
gdb_131976,c1c(c(on1)N(=O)=O)N
gdb_112492,CCC1NC(C#N)C1=O
gdb_72240,OC12CN3CCC1(O)C23
gdb_100966,CCC(C)C1(C)CC1O
gdb_19407,OC1C2CC2C11CN1
gdb_75509,CC1=CCOC2CCC12
gdb_83687,CC1C2CCN2C1C=O
gdb_90816,CC1CC2C3C4C2C1N34
gdb_13919,O=C1CCC11CCO1
gdb_122114,CCCCN(CC)C=O
gdb_38292,C1C2OC1C1C3CN1C23
gdb_56790,CC(C#C)C1=NCCO1
gdb_31421,COC1=CC(=N)OC=C1
gdb_79029,CN1C2C3C4CC4C2C13
gdb_60459,CC(C)COCC1CO1
gdb_11373,C1C(=O)OC(=N1)CO
gdb_65959,OC1(CCC11CO1)C#N
gdb_9328,CCCNC(=N)C=O
gdb_49218,O=CC1=CCC(C1)C#N
gdb_55050,CC(=O)C1OC1CC#N
gdb_74327,NC1=NC(CC#C)CO1
gdb_39732,C1OC11C2C3CC1OC23
gdb_132847,FC1=CNC(=N)C(=N)N1
gdb_49023,O=CC12COC1C1OC21
gdb_44308,N=C1OC2C3C4OC13C24
gdb_117596,CCCC(O)(C#C)C#N
gdb_117396,CCNC(=O)NC=NC
gdb_45416,O=C1NC2COC1C=C2
gdb_43008,O=C1C2CC2CC2NC12
gdb_53792,CC(C)(C(=O)C(=N)N)O
gdb_82689,OC1C2CC3N2C13C#C
gdb_49368,N=C1CC(C#C)N1C=O
gdb_59138,CC(O)C1C2C3OC2C13
gdb_394,CCC(CC)O
gdb_15832,CCCC(O)C1CO1
gdb_85370,CC1OC(=N)C=CC=C1
gdb_6719,CC(O)CCNC=O
gdb_56129,CC(=O)OCC(=O)C=O
gdb_23814,FC1=CNN=CC1=N
gdb_102853,OCC(CC#C)OC=O
gdb_56214,[O-]C(=O)CC[NH+]1CCC1
gdb_105782,CCC1(COCO1)C=O
gdb_112864,COC1CC(C)C=C1C
gdb_39419,C1C2OCCC3CN3C12
gdb_3282,O=C1NC2CCC12
gdb_33316,N#CC#CC1C2CC1C2
gdb_79832,CC12C3OCC1C(O)C23
gdb_8875,OCC(O)C(=O)C=O
gdb_84712,CC1C=CC2OCCC12
gdb_86958,CC1OC(OC=N)C=C1
gdb_30165,CC1CC2=C(N1)C=CO2
gdb_79252,CC12CC3C(C1)C3C2O
gdb_16771,COC1CC2OC2C1
gdb_22537,CC(=NO)C(C=O)C#C
gdb_59048,CC(C)C1=CCCOC1
gdb_53100,CC#CC1C(C)C1C#C
gdb_122782,OCCCOC(=N)C#N
gdb_92384,CC1CC2OCC12C#N
gdb_49933,O=CC1CC(CC#C)C1
gdb_91189,CC1OC2C=CCC2=C1
gdb_56648,CC1CC1(O)C(N)C#N
gdb_36408,N#CCC1CC2CC1C2
gdb_14723,COCCC#CC=O
gdb_104806,CCC1(CO)CC=CC1
gdb_86054,CC1=C(N)CC(O)C1=O
gdb_102564,CCC(CC)C1CC1O
gdb_119706,CCCC12COC1C2C
gdb_54952,CC(=O)N1CC1(C)C#C
gdb_114486,OCC1CC2N=COC12
gdb_77786,CC1N2C(=O)CC12C#N
gdb_35464,N#CC1CC2CC1C=C2
gdb_25616,c1ccn(c1)CCC=O
gdb_19620,C1CC11C2C3CC1N23
gdb_106926,CCC12CN1C(=O)NC2
gdb_64317,CC1(CCC=CCO1)C
gdb_66946,CC12C3OC(C13)C21CN1
gdb_130423,[NH3+]CC1=NC(=O)N=N[N-]1
gdb_61985,CC(CNC(C)=O)C#N
gdb_53290,CC#CC1CN1C1CC1
gdb_75652,CC12CC(O1)C(=O)C2O
gdb_43016,O=C1C2NC2CC2NC12
gdb_28411,OC1=NC=C(O)C(=N)O1
gdb_84908,CC1C=CCOC1C=O
gdb_25557,N=COCC1=CC=CO1
gdb_94397,CC1CCC11CNC1=O
gdb_36542,C1C=CC(=NCC#N)O1
gdb_45501,N=C1CC2=CCOC2O1
gdb_113369,CCC1(CC)CC1CO
gdb_83139,CC1C2OCC(=O)C12C
gdb_39427,C1OCC2OC2C2NC12
gdb_53421,CC#CC1COC=NC1
gdb_81842,CC1C2CC2(O)C1C=O
gdb_130496,c1c2c(cnn1)non2
gdb_92362,CC1CC2CC1(O)CO2
gdb_15080,CCC(CC)C1CC1
gdb_125470,Cc1nc2cnoc2o1
gdb_14180,CC1(O)C2OCOC12
gdb_72400,CC12CC(O)(CO1)CO2
gdb_60880,OC(C=O)C1(CO1)C#N
gdb_393,CCC(C)OC
gdb_59283,CC(C)C1N=CNC1=N
gdb_12108,CC1(CN2CC2)CN1
gdb_9835,COC(=O)C1(CC1)N
gdb_57427,CC(C)(C)C1CC1C#C
gdb_32577,CCn1c(cnc1O)N
gdb_99535,CCC(C#C)C(C)C#C
gdb_100552,CCC(O)C(=O)C1CN1
gdb_51239,O=CCC12COC1CO2
gdb_19132,N#CC1(CN1)C1CC1
gdb_133348,NC1=CC(F)=NOC1=N
gdb_63089,CC1(C)C2CNC(=O)C12
gdb_3377,C#CC1C2COC12
gdb_91852,OC1CN2CC2(C1)C#C
gdb_16641,OC1C2NC2CC1=O
gdb_56894,CC1CC(O1)C(O)C#C
gdb_69291,OC12CC1C(=CC2)C#C
gdb_39188,C1OC2C3OC22C1NC32
gdb_66962,CC12C3CN(C13)C2C#N
gdb_111469,CCC1N2CC2CC1=O
gdb_88290,CC1OC1C(=O)C1CO1
gdb_10508,C1CC1(CO)NC=O
gdb_119017,CCCC1(CC1)CC#N
gdb_15590,NC1COCC1C#N
gdb_75043,CC1=CC=CCNC1=O
gdb_28306,Cc1cn2c(n1)C=CC2
gdb_7586,CC(O)C1(O)COC1
gdb_29850,Cn1cc([nH]c1=O)C=O
gdb_118738,CCCC1(C)CC(=O)O1
gdb_60938,CN(C=O)C1C2CC1O2
gdb_6802,CCCOCC(C)C
gdb_111690,CCN1C2COC(C)C12
gdb_47370,O=C1CCNC(C1)C#N
gdb_48141,C1CCN(C1)C(=O)C=O
gdb_85414,CC1(C)OC(=N)CC1O
gdb_106283,COC12CC(C)(C1)C2O
gdb_126418,CCc1c(c([nH]n1)C)N
gdb_109352,CCC1=CCOC=NC1
gdb_108290,OCC12CC(=O)C1CO2
gdb_111098,CC1CC2OC1C2CO
gdb_43066,N=C1C2OC3C=CN1C23
gdb_9797,NC1(CC1)C(O)C#N
gdb_81478,OC1C2OC1C1CC2C1
gdb_85328,OC1CC(=O)C2CCC12
gdb_17263,CC12CN(C1)C21CC1
gdb_89205,CC1OC2(C)C1NC2=O
gdb_61455,CC(NC(N)=O)C1CC1
gdb_72397,CC12COC(C)(C1)C=C2
gdb_12712,CC12CCN1CC2=O
gdb_33769,N#CC12CC(C1)N=CO2
gdb_31971,CNc1ccc(o1)NC
gdb_72717,CC12CCC11CC2CC1
gdb_49412,O=CC1C2C3C1N=CN23
gdb_49212,C1CC(=O)NC=C1C=O
gdb_115307,CCC1CCC(C)C1=O
gdb_100779,CCC(C)C(C)C1CO1
gdb_47262,C1C=CNC(=O)C(=O)O1
gdb_91244,OC1CC2CC(=O)C2C1
gdb_33586,C#CC12C3C1C1C3OC21
gdb_66318,C1CC1(CCNC=O)O
gdb_56969,OC(C#C)C1OC1C=O
gdb_59160,CC(O)C1C2CC(=O)N12
gdb_75993,CN1C(C#C)C(O)C1=O
gdb_118562,COCC(CO)OC=O
gdb_86732,CC1CN(C=C1)C(C)=O
gdb_49316,N=C1C=CC(=N)N1C=O
gdb_57423,CC(C)(O)C1CC1(C)C
gdb_86513,CC1CC(C1)C(=O)C#N
gdb_61245,CC1NC1C(O)CC#C
gdb_111342,COC1C2OC2C11CN1
gdb_131449,c1nnc2n1c(no2)O
gdb_45236,O=C1CC2CN3CC2C13
gdb_12401,OC1CCCCC1=O
gdb_74048,CC1=CC(=O)C(=N)OC1
gdb_128765,Cc1c(nn[nH]1)COC
gdb_51272,N=C1CN=C(NC=O)N1
gdb_101478,CCC(O)C1CCCC1
gdb_96157,CC1CN2CC2CCO1
gdb_43057,O=C1C2C3C4CN1C2C34
gdb_97127,CN=C1OCC1CC#N
gdb_87669,OC1CC11CC(=O)C=C1
gdb_7048,CC#CC(C)CC#C
gdb_11724,CN1CC2(CC12)C=O
gdb_86155,CC1CC(O)C(=O)C=C1
gdb_120125,COCC1C2OC(=N)C12
gdb_49872,N=C1NC(=N)C(O1)C=O
gdb_15311,O=CNC1CC1C#C
gdb_87307,CN1CC1(CC#C)C#C
gdb_87006,CN1CC(C1)OCC=O
gdb_14944,O=CC1COCC=C1
gdb_61180,CC(CC#C)C(C)C#C
gdb_74685,CC1=CC2NC(=O)C2C1
gdb_15218,CN1C(C=O)C1C#N
gdb_94702,CC12CC1CC(O)CC2
gdb_57308,CC(C)(C)C(=O)CC#N
gdb_5676,c1nc2c(o1)ocn2
gdb_15843,OCCC(O)C1CN1
gdb_38909,C1CC2CC3NC3C2=C1
gdb_35020,N#CC1C2CCC12C#N
gdb_73677,CC12CCCC1CCC2
gdb_24761,c1coc2c1C(=O)C=C2
gdb_32513,CNc1c[nH]cc1C=O
gdb_101,CC1CC1O
gdb_71042,OC12CC3=CC(=O)C1C23
gdb_113524,OCC1CC11NCC1=O
gdb_3629,C1C2C3C2C2C3N12
gdb_58027,CC(O)C(C#N)C(C)=O
gdb_51646,O=CCC1CC2CN2C1
gdb_12932,OCC1C2CCC12O
gdb_36371,N#CCC1CN1C1CC1
gdb_83655,OC1C2CCN2C11CC1
gdb_97381,CN=COC1(C)CC1C
gdb_3411,O=C1C=CC2CC12
gdb_80002,OC1C2C=CC11CCC21
gdb_44503,O=C1CC2C3CC2N3C1
gdb_97117,CN=C1OCC1C(C)=O
gdb_117643,C[NH2+]CC(C)(C)C([O-])=O
gdb_51625,O=COC1CC2(CO2)C1
gdb_8674,CCC(C)(CO)C#C
gdb_133221,CCc1ncc(nn1)F
gdb_57379,CC(C)(C)C12CC(C1)O2
gdb_14306,CC1C2CC(O)CN12
gdb_46748,O=C1NCC2C1C1CN21
gdb_121860,CCOCC(O)C#CC
gdb_111059,CCC1C2CC1(CO)O2
gdb_108169,CCC12OC=NC1C2C
gdb_106082,OCC12C3CC=C1CN23
gdb_61962,CC(CCC#N)NC=O
gdb_30886,COc1c(cc([nH]1)O)O
gdb_16184,OCC12CC1OCO2
gdb_41510,C1CC2=CCCC3C1C23
gdb_9875,CC1(CC1)CCC#C
gdb_54711,CC(=O)C1C2C3OC2C13
gdb_2836,CCN1CC1C#N
gdb_119008,COCC1(C)CCOC1
gdb_65433,CC1(OC1CC#N)C=O
gdb_69936,CC12CC1C1COC1=N2
gdb_72970,CC12NCC1C2(N)C#N
gdb_69243,CC12CN1C(=O)CC=C2
gdb_125665,Cc1c(=O)c(c[nH]n1)N
gdb_66314,CC1(CC1)COCC=O
gdb_123209,COCCOCCC#C
gdb_131428,c1c(noc1NC=N)O
gdb_24906,N=C1CC2=C(N1)OC=C2
gdb_57027,CC(C#N)C1OCC1=O
gdb_3571,C1OC2C3OC3C12
gdb_83776,CN1C2CCC3OC2C13
gdb_11981,CC1(O)C2NC2C1=O
gdb_118238,CCCC(C)CN1CC1
gdb_28051,CC1=CC(OC=N)=CN1
gdb_75053,NC1=[NH+][CH-]C(=O)C(=N)N1
gdb_37762,C1C2C3C=CC1C=CC23
gdb_105167,OCC1(NC1C#N)C=O
gdb_60457,CC(C)COCC1CC1
gdb_87305,CC1OC1(CC#N)C#C
gdb_39582,C1N=COC2OC=NC12
gdb_78146,CC1C2C1C(=O)NC2=O
gdb_114273,OCC1CC23CC(O2)C13
gdb_42712,O=C1C2C=CC11CCN21
gdb_66406,OC12C(CC1=O)C2C#C
gdb_59101,CC(O)C1C(C)OC1=O
gdb_23752,c1ccc(c(c1)F)F
gdb_61135,OC(CC#N)C#CC#C
gdb_74078,CC1=CC(=O)C2(C)OC12
gdb_6845,CC1(CC=CCO1)C
gdb_18927,CC1C2CC3C2CC13
gdb_28799,c1c(n2c(n1)CCC2)O
gdb_67360,OC12C3CC1N3CC2=O
gdb_54371,CC(=O)C12C3CC1CC23
gdb_126339,CCc1conc1C=O
gdb_32113,CNc1ccnc(c1)O
gdb_49736,O=CC1C2COCOC12
gdb_90635,CC1CC2N1C2(C)C#N
gdb_85348,CC1OC(=N)C=C1C#N
gdb_3857,c1(c(nno1)O)N
gdb_129080,N=C1C=NOC(=C1)C#N
gdb_5442,c1coc(c1C#N)N
gdb_46808,N=C1OCC2CC12C#N
gdb_7969,CC1CC(N)=CC1=O
gdb_54264,CC1(CCC[NH2+]1)C([O-])=O
gdb_13071,CC#CC1COC1C
gdb_59523,CC(O)C1CC2(C)OC12
gdb_130457,[NH3+]CCC1=NON=C1[O-]
gdb_74366,CC1=CC(NCC1)C#N
gdb_83502,OC1C2COC1C(=N)O2
gdb_53362,CC#CC1CNC(=O)O1
gdb_87519,CC1CC11C2CC1OC2
gdb_56787,OC(C#N)C12CN1CC2
gdb_666,CC1C2COC12
gdb_7558,COCC1(O)CC1O
gdb_975,c1coc(c1N)N
gdb_123370,C#CCNc1cnno1
gdb_11233,CC1=NC(CO1)C=O
gdb_98132,COC(=O)C(=N)NC=N
gdb_129717,c1c(c(c(=O)[nH]n1)N)O
gdb_42371,C1CC1CC(=O)CC#N
gdb_42147,O=C(C#C)C#CC1CN1
gdb_12362,OC1CNC=CC1=O
gdb_75078,CC1=NCC(=N)N1C=O
gdb_79752,OC1C2C3CC3CC12O
gdb_111703,CCC1C2COC12C#N
gdb_48187,C(COC(=O)C=O)C#N
gdb_114375,COC1CC2C1N2C=O
gdb_21162,CNc1cn[nH]c1N
gdb_56526,CC(O)(C#N)C(N)C#C
gdb_33621,N#CC12C3C4C3C1CC24
gdb_15257,OCC1C(O)C1C=O
gdb_75144,CC1(CN=C(N)N1)C#N
gdb_75684,CC1C(=O)N2CC12C=O
gdb_122958,CCCCCC(C)CC
gdb_122556,CCOCC1CC2CC12
gdb_49039,O=CC12CC=CC1CO2
gdb_10043,COC(CC#C)C#C
gdb_41706,C1CC23N=COC2C3O1
gdb_46257,O=C1CCC11CC2NC12
gdb_85672,CC1CC(C#N)C1(C)O
gdb_66766,OC12C3C4C3C1C=CC24
gdb_37031,C1C23COC=NC12CO3
gdb_66600,CC12C3C4CC1=CC4N23
gdb_80008,CC1C2C=CC1C1CC21
gdb_22312,CC1CCCC(C1)=NO
gdb_108383,CCC12CNC1C2C#N
gdb_93978,CC1COC(C=O)=NC1
gdb_60987,CC(C=O)C1NC1C#N
gdb_100572,CCC(O)C(=O)CC#N
gdb_130313,C#CCc1conc1N
gdb_4769,Cc1cc(oc1)CO
gdb_44815,O=C1OC2CC12C1CN1
gdb_89826,CC1CC2(CN2)CC1=O
gdb_50847,N=C(CC=O)OC1CC1
gdb_54555,CC(=O)C12NC3C1OC23
gdb_9450,NC1(COC1=N)C#C
gdb_28852,c1cc(cnc(=O)c1)O
gdb_90352,CC1OC2=NCCOC12
gdb_40456,C1CC1C12CC3C(O1)C23
gdb_94602,NC(=O)NC1CCC1O
gdb_76262,CC1C(O)C(=O)C=C1C
gdb_5415,c1cnc(cn1)CO
gdb_82231,OC1C2NC2C2CC1O2
gdb_110055,CCC1C(C)CCC1O
gdb_125074,Cc1c(cno1)NC=O
gdb_86917,CC1CC(NC=O)C1=O
gdb_123855,C1CC2C1N1N=CN=C21
gdb_121469,C1COC(=NCCO)N1
gdb_122701,CCCOC=NC(C)C
gdb_100963,CC1NC1(C)C(O)CO
gdb_48428,C#CCNC1(CC1)C=O
gdb_118061,CCCC(C)C(C)OC
gdb_48581,O=CC12CC(C1)C(=O)O2
gdb_124709,CC(CO)N1N=NN=N1
gdb_13776,CC(C)C1CN1C=O
gdb_116916,CC1OC1C#CCCO
gdb_64509,CC1(C2COC12)N1CC1
gdb_70956,OC12CC3(C1)OC(=N)C23
gdb_116280,COC1CCOC1C=O
gdb_5409,c1cnccc1CO
gdb_100763,CCC(O)C(O)C(C)O
gdb_85309,OC1CC(=O)C2CC1O2
gdb_132164,c1c(c(=O)nc([nH]1)F)N
gdb_50710,O=CC1CC=CCCO1
gdb_77871,CC1C2C(C)=CCC12O
gdb_53156,CC#CC1C2CC1C2O
gdb_133527,CC(O)(C#C)C(F)(F)F
gdb_58158,CC(C#CC=O)N(C)C
gdb_102457,COC(CO)C(=O)C=O
gdb_74138,NC1=CC(=O)OC(=N)C1
gdb_43439,N=C1CC(=O)C2(CC2)O1
gdb_58309,CC(C)C(C)CCC#C
gdb_79847,CC12CCN3C1C(O)C23
gdb_39063,C1C2OC=NC3CCC123
gdb_95394,CC1NCC=C(C)C1=O
gdb_90444,CC1CC=C2C(O)CC12
gdb_131485,OC1CC1C1=NC=NN1
gdb_128920,c1ncn(n1)CCC#N
gdb_19843,C1C2OCC3NC3C12
gdb_52738,CC#CC(C=O)C(C)O
gdb_102089,CCC(C=O)C1(C)CO1
gdb_115362,CCC1CCC(O)C=C1
gdb_91996,OC1CC2OC2C1C#N
gdb_9707,CC1(CNC=N1)C#N
gdb_60487,CC(C)CCCNC=O
gdb_56388,CC(C#C)C#CC(C)=O
gdb_83331,CC12CCC(C1O)C2O
gdb_112094,CCC1C=CCCC1=O
gdb_8959,C#CC#CC(=O)C#C
gdb_5118,Cc1ccn(c1N)C
gdb_19982,C#CC1CC1N1CC1
gdb_46787,O=C1CC2CC(CO1)O2
gdb_58903,CC(O)C12CN1CCC2
gdb_102554,COC(CO)C1(C)CC1
gdb_125386,Cc1c[nH]nc1OC=O
gdb_118542,CCC(CCO)NC=O
gdb_1634,CN(C=N)C(=O)N
gdb_4462,Cc1c(cc(o1)N)N
gdb_121498,CCOC=NCC(C)O
gdb_46056,O=C1CCC(N1)C1CN1
gdb_58068,CC(C)C(O)(C#C)C#N
gdb_66297,CC1(OCCC1=O)C=O
gdb_84327,CN1C=CC(=O)[CH-]C1=[NH2+]
gdb_41159,C1OC2CCC3CC12O3
gdb_111900,CC1=CC(CO)C(=O)C1
gdb_102675,CCC(CCC#C)OC
gdb_46506,C1CC2(CCC1=O)CC2
gdb_71579,CC12CC3N1CC3(O)C2
gdb_125755,Cc1cc(on1)CC=O
gdb_105140,NCC1(NC1C#N)C#N
gdb_56035,C1CCC(C1)NC(=O)N
gdb_48525,O=CC12C3CC=C1CN23
gdb_34295,C#CC12CCC(CC1)C2
gdb_49206,C1C=C(C(=O)C1=O)C=O
gdb_106740,CC12CC1(CO)C(=O)C2
gdb_49445,O=CC1C2C3CCC2N13
gdb_28992,C#Cc1cnccc1O
gdb_70611,CC12CC1COC21CC1
gdb_92550,CC1OC2COC2C=C1
gdb_99554,CNC(C#N)C(O)C#N
gdb_97423,CN=COC1OCC=C1
gdb_5249,CCCc1cc[nH]c1
gdb_80851,CC1C2CC1(O)C(C)=C2
gdb_97508,CCC#CC(=O)C1CN1
gdb_96686,CC(=NC)OCCC#N
gdb_99805,CC(=O)C(O)(CO)C#C
gdb_27793,Cc1cc(nc(=O)o1)N
gdb_32722,COC=Nc1cocn1
gdb_34272,C#CC12CN=C3NC1C23
gdb_37417,C1C2OC3C4OC4C2C13
gdb_32916,CCNc1ccc(o1)C
gdb_121407,COCC1CCCOC1
gdb_104930,CCC1(NC1(C)C)C=O
gdb_116878,NC(C#N)C#CCCO
gdb_127052,CCOCc1ccno1
gdb_46949,O=C1NCC2CC3C2C13
gdb_118249,COCC(C)OC1CC1
gdb_120926,CC12NC1CC2CCO
gdb_130190,C1Oc2c(n[nH]c2O1)N
gdb_89981,CC1CC2(CCC2)C1C
gdb_10501,CC#CC1(CC1)OC
gdb_105281,CCC1(NC1C=O)C#N
gdb_104693,OCC1(CO)C2CCC12
gdb_58215,CC(O)C(O)C(O)C#N
gdb_21110,CN1N=NC=CC1=N
gdb_114996,COC1CC=CC(C)C1
gdb_9868,CC1(CC1)C#CC=O
gdb_92579,CC1NC2COC=NC12
gdb_32969,c1c([nH]c(n1)CCO)O
gdb_96448,CC1COCCC2CC12
gdb_24929,N=C1OC2=C(O1)C=CN2
gdb_121953,OCCCC(O)C1CO1
gdb_16596,CC1C2C1C(O)C2C
gdb_46090,O=C1NCC(C=C1)C#C
gdb_44625,O=C1NC2C3COC2C13
gdb_76643,CC1C(O)C1C1CCC1
gdb_6509,CC1(C)CC1(O)C#N
gdb_31564,Cc1c(cc(o1)OC)N
gdb_59666,CC(C)C1COC11CC1
gdb_77888,CN1C2C(O)C2(O)C1=O
gdb_76502,CC1C(O)C11CC2CN12
gdb_108411,COC12CCC1C2C=O
gdb_36887,C(C1C2COC12)N1CC1
gdb_15911,COC1C(C)OC1C
gdb_129919,c1c(n2c([nH]1)ncn2)N
gdb_97866,C1COC(O1)C#CCO
gdb_105546,C1CC1C2(COC2)CO
gdb_108316,CCC12CN(C)C1CO2
gdb_105297,CCC1(CC1C=O)C=O
gdb_79610,CC1C2C3OC3C(=O)C12
gdb_127016,CCOc1conc1O
